Squatina oculata;Monkfish;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61418/0
Mercuria meridionalis;;Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/155991/0
Sardohoratia sulcata;;Critically Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/155556/0
Sphyrna mokarran;Great Hammerhead;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/39386/0
Coregonus stigmaticus;Schelly;Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/135701/0
Limonium legrandii;;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/173392/0
Iberolacerta martinezricai;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61516/0
Aphanius almiriensis;Almiri Toothcarp;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/135600/0
Coregonus pollan;Pollan;Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/135704/0
Stenopterus creticus;;Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/157798/0
Mercuria sarahae;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/155775/0
Pungitius hellenicus;Ellinopygósteos;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/18875/0
Leipaspis pinicola;;Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/157579/0
Zelkova sicula;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61678/0
Acipenser sturio;Atlantic sturgeon;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/230/0
Alburnus macedonicus;Doiran Bleak;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/135620/0
Silene fernandezii;;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61641/0
Moehringia fontqueri;;Endangered;Stable;http://www.iucnredlist.org/apps/redlist/details/61637/0
Austropotamobius pallipes;Atlantic Stream Crayfish;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/2430/0
Ligusticum huteri;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61614/0
Knipowitschia cameliae;Danube Delta Dwarf Goby;Critically Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/135504/0
Osmoderma cristinae;;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/157875/0
Euphorbia margalidiana;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61649/0
Chondrostoma soetta;Italian Nase;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/4794/0
Echium valentinum;;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61660/0
Salmo carpio;Carpione Del Garda;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/19856/0
Eudontomyzon hellenicus;Greek Brook Lamprey;Critically Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/61198/0
Zingel asper;Apron;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/23207/0
Podarcis cretensis;;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/157252/0
Diplotaxis siettiana;;Critically Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/61631/0
Scardinius graecus;Greek Rudd;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/19947/0
Gonepteryx maderensis;Madeiran Brimstone;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/39485/0
Pelophylax cretensis;Cretan Frog;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/58581/0
Alosa vistonica;;Critically Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/61393/0
Armeria helodes;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/162344/0
Belgrandiella pelerei;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/2735/0
Belgrandiella mimula;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/2734/0
Balaenoptera musculus;Antarctic Blue Whale;Critically Endangered;Increasing;http://www.iucnredlist.org/apps/redlist/details/41713/0
Saxicola dacotiae;Fuerteventura Stonechat;Endangered;;http://www.iucnredlist.org/apps/redlist/details/147526/0
Helianthemum guerrae;;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61680/0
Solenanthus reverchonii;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61664/0
Iberochondrostoma oretanum;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/60343/0
Pterodroma madeira;Zino's Petrel;Endangered;;http://www.iucnredlist.org/apps/redlist/details/144855/0
Neophron percnopterus;Egyptian Vulture;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/144347/0
Pyrgohydrobia prespaensis;;Endangered;Unknown;http://www.iucnredlist.org/apps/redlist/details/156188/0
Alosa killarnensis;Goureen;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/135582/0
Viola ucriana;;Critically Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/61681/0
Rhinobatos cemiculus;Blackchin Guitarfish;Endangered;Decreasing;http://www.iucnredlist.org/apps/redlist/details/63132/0
