MT_2003;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL_2010;Margaritifera auricularia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL_2009;Acipenser sturio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL_2008;Anguilla anguilla;Balaenoptera physalus;Eubalaena glacialis;Mustela lutreola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL_2007;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL_2006;Dipturus batis;Squatina squatina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL_2005;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL_2004;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL_2003;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PL_2010;Margaritifera auricularia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PL_2009;Acipenser sturio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PL_2008;Anguilla anguilla;Balaenoptera physalus;Eubalaena glacialis;Mustela lutreola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PL_2007;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PL_2006;Dipturus batis;Squatina squatina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PL_2005;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PL_2004;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PL_2003;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PT_2010;Austropotamobius pallipes;Margaritifera auricularia;Pterodroma madeira;Puffinus mauretanicus;Pyrrhula murina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PT_2009;Acipenser sturio;Anapistula ataecina;Crotchiella brachyptera;Genista ancistrocarpa;Gonepteryx maderensis;Pararge xiphia;Pieris wollastoni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PT_2008;Achondrostoma occidentale;Anguilla anguilla;Balaenoptera borealis;Balaenoptera musculus;Balaenoptera physalus;Eubalaena glacialis;Iberochondrostoma almacai;Monachus monachus;Neophron percnopterus;Nyctalus azoreum;Pipistrellus maderensis;Podarcis carbonelli;Rhynchospora modesti-lucennoi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PT_2007;Pilularia minuta;Rhinobatos rhinobatos;Squatina oculata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
